Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Middle East & North Africa (developing only),MNA,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29588000000,48716000000,59360467967,66024758088,79693443663,57109728640,53710971952,60224548452,90242757010,,,,,,2.72414E+11,2.94845E+11,2.65561E+11,,
Montenegro,MNE,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355489848.6,1048583052,1753514709,3699000000,2862593600,4289218900,3604000000,3321714300,3826552861,
Mongolia,MNG,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27000000,26000000,54000000,40000000,32104600,36900000,37460000,31864600,42390000,24800000,45619100,112600100,612200000,406996700,430197200,1093000000,1578572900,1292937289,
Northern Mariana Islands,MNP,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,MRT,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritius,MUS,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268000000,312000000,416000000,791000000,1510000000,1331000000,1676000000,1665000000,1849000000,1642021200,1331230000,1062720000,1327870000,1955340000,2378780000,2617350000,3598320000,5665510000,3442532576,4739684085,7441532534,7666703680,7092931403,
Malawi,MWI,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86461962.62,159036666.7,230285597.7,587184911.9,,1770779525,1383000000,1363072568,1384213000,753551700,
Malaysia,MYS,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23299999744,39800000512,48599998464,58600001536,93999996928,2.2E+11,1.99E+11,2.22729E+11,3.07179E+11,93608000000,98557000000,1.45445E+11,1.16935E+11,1.20007E+11,1.23872E+11,1.68376E+11,1.90011E+11,1.81236E+11,2.35356E+11,3.25663E+11,1.87066E+11,2.55952E+11,4.10534E+11,3.95083E+11,4.7634E+11,
North America,NAC,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.032E+12,3.801E+12,3.302E+12,4.357E+12,4.733E+12,5.46272E+12,5.38202E+12,7.22397E+12,8.9707E+12,1.18778E+13,1.39962E+13,1.74373E+13,1.59476E+13,1.45578E+13,1.16756E+13,1.51631E+13,1.75031E+13,1.84539E+13,2.11293E+13,2.21366E+13,1.27418E+13,1.67596E+13,1.93007E+13,1.75487E+13,2.06859E+13,
Namibia,NAM,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000000,28000000,201000000,189000000,459156433.5,689000000,429000000,691483600,311210000,150510000,170880000,307720000,442330000,414660000,541780000,702000000,618688184.1,846323218.8,1176283868,1152426487,1305046760,
New Caledonia,NCL,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nigeria,NGA,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960000000,1010000000,1370000000,1880000000,1220000000,1030000000,2710000128,2033000000,3560000000,3646000000,2887000000,2939579800,4236900000,5403750000,5739630000,9493640000,14464420000,19355650000,32819360000,86346840000,49802816757,33324902304,50882966531,39269936739,56389263863,
Nicaragua,NIC,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Netherlands,NLD,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.14E+11,1.58E+11,1.2E+11,1.36E+11,1.35E+11,1.81876E+11,2.83251E+11,3.56481E+11,3.78721E+11,4.68736E+11,6.03182E+11,6.95209E+11,6.40456E+11,4.58221E+11,4.01465E+11,4.88647E+11,5.38664E+11,5.92906E+11,7.79645E+11,9.56469E+11,3.87906E+11,5.42533E+11,6.61204E+11,5.94732E+11,6.51004E+11,
High income: nonOECD,NOC,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.45313E+11,3.80027E+11,7.78991E+11,7.05676E+11,7.17236E+11,9.90091E+11,1.04543E+12,8.19521E+11,1.38073E+12,1.19152E+12,1.1259E+12,1.11223E+12,1.71368E+12,2.20698E+12,3.14618E+12,3.60517E+12,4.85276E+12,2.88501E+12,3.45745E+12,4.03268E+12,3.34579E+12,3.86337E+12,
Norway,NOR,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14300000256,25300000768,26100000768,22000001024,17799999488,27380000768,36468998144,44587000000,57423000000,66503000000,46944000000,63696000000,65034350000,69054000000,67300000000,94678931751,1.4143E+11,1.90952E+11,2.81081E+11,3.5742E+11,1.2592E+11,2.27233E+11,2.50922E+11,2.19245E+11,2.5295E+11,
Nepal,NPL,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264000000,244000000,207000000,200000000,267000000,385559000,789748000,494000000,417288000,482745205.5,852896316.9,1343940833,1805286236,4909432000,4894113406,5484650168,5235076398,3848713147,4160213850,
New Zealand,NZL,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13200000000,13500000256,8839999488,14300000256,15299999744,25596999680,27217000448,31950000000,38641000000,30511200000,25027898500,28106389630,18865524600,17778888195,21745043678,33051871307,43731332611,43409099578,44939528980,47454010000,24165565308,67061169518,71832863368,71657479810,79802075790,
High income: OECD,OEC,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.15332E+12,1.10217E+13,8.82336E+12,1.04221E+13,9.90132E+12,1.2061E+13,1.31206E+13,1.57399E+13,1.7675E+13,2.06244E+13,2.49244E+13,3.28919E+13,2.91364E+13,2.50893E+13,2.0843E+13,2.80332E+13,3.30177E+13,3.62869E+13,4.31335E+13,4.66476E+13,2.59339E+13,3.37643E+13,3.85039E+13,3.41996E+13,3.90323E+13,
OECD members,OED,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.16826E+12,1.10511E+13,8.87516E+12,1.05365E+13,1.00508E+13,1.23003E+13,1.32738E+13,1.58537E+13,1.78168E+13,2.08571E+13,2.50639E+13,3.3175E+13,2.93433E+13,2.52731E+13,2.09932E+13,2.82408E+13,3.33166E+13,3.67201E+13,4.36861E+13,4.73795E+13,2.6303E+13,3.43589E+13,3.92927E+13,3.48289E+13,3.98872E+13,
Oman,OMN,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1060000000,1090000000,1700000000,1978000000,2662000000,7108000000,4392000000,4302025400,3463100000,2606100000,3997140000,5013510000,6325450000,15268940000,16157922078,23060440000,14914296845,17301715044,20267203533,19719430528,20107206856,
Other small states,OSS,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2460000000,2460000000,2849999872,7329999872,8030000128,11600000000,12300000256,9286000000,10639000000,10966000000,5418000000,6964674700,6581370000,4943970000,10199740000,16578610000,29002180000,45936760000,45517640000,70262230000,23490665415,33238531669,38168586546,32763702675,43676289972,
Panama,PAN,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226000000,419000000,698000000,831000000,1279000000,2256800000,3835100000,3748400000,2794400000,2602100000,2949500000,3075000000,3401000000,5074058253,5715648323,6218500000,6567868000,8047800000,8348000000,10681784378,12543000000,
Peru,PER,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,931000000,812000000,1120000000,2630000128,5110000128,8179999744,11795000000,12291000000,17586000000,11645000000,13392138400,10562320000,11133500000,13362890000,16054690000,20114850000,35994710000,59657500000,1.0596E+11,55625279631,69752580097,99831340331,79329267428,96850058685,
Philippines,PHL,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4280000000,12000000000,5929999872,11399999488,15299999744,40299999232,56800002048,58929700000,80675400000,31360451128,35314000000,42148759305,25957220000,41523460000,39021380000,23565070000,28947810000,40153450000,68382050000,1.03224E+11,52100690473,80132276289,1.57321E+11,1.6538E+11,2.64143E+11,
Palau,PLW,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1520411955,1422572046,2339197361,2942330326,3166456010,6631663974,11959200000,10210620000,12213000000,9741872902,8999290311,10711040000,
Poland,POL,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144000000,222000000,2710000128,3060000000,4564000000,8390000000,12135000000,20461000000,29576801900,31279430000,26016530000,28749780000,37164660000,71101970000,93873380000,1.49054E+11,2.07322E+11,90232639217,1.35277E+11,1.90235E+11,1.38246E+11,1.7773E+11,
Puerto Rico,PRI,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. Rep.",PRK,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94199996416,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7169999872,10599999488,9200000000,9610000384,9210000384,12417000448,16248999936,18362000000,24660000000,38954000000,62954000000,66488103000,60680500000,46338000000,42845830000,58284737260,70241742558,66981305002,1.04201E+11,1.32258E+11,68713401781,98649863772,81995991553,61687724387,65529643852,
Paraguay,PRY,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000000,46000000,144000000,383000000,389000000,312000000,423226200,,223549730.3,154136923.1,205364918,249215323,257273442.6,409058670.8,,,,42000000,958077268.5,962279166.7,
Pacific island small states,PSS,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2588000000,3837000000,5502000000,5152000000,,,26701455650,52977935703,87315542709,61563470000,95487550000,76307107261,87855592554,1.23592E+11,1.25413E+11,1.26371E+11,
Romania,ROU,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52000000,100000000,57000000,627000000,1016000000,873085600,1069290000,2124010000,4561470000,5584370000,11786040000,20587850000,32784330000,44925260000,19922571864,30324651895,32384851263,21196718000,15925220857,
Russian Federation,RUS,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244000000,218000000,18000000,151000000,15863000000,37230000000,1.28207E+11,20598000000,72205097600,38921830000,76197970000,1.24198E+11,2.30786E+11,2.67957E+11,5.48579E+11,1.05719E+12,1.50301E+12,3.97183E+11,8.61424E+11,1.00452E+12,7.96376E+11,8.74659E+11,
Rwanda,RWA,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26961001024,30662999744,42687999360,57239000640,74884001408,1.12553E+11,1.44494E+11,1.40065E+11,1.39883E+11,1.43301E+11,1.13651E+11,1.94404E+11,1.57695E+11,1.1831E+11,1.44502E+11,3.00487E+11,4.2468E+11,6.0911E+11,8.77581E+11,1.90862E+12,6.84859E+11,1.23316E+12,1.69487E+12,1.09497E+12,1.3457E+12,
Saudi Arabia,SAU,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48199999488,54999998464,52800000000,38699999232,40907000000,45861000000,59386000000,42563000000,60439679500,67171410000,73199390000,74855370000,1.57302E+11,3.06248E+11,6.46104E+11,3.26869E+11,5.15111E+11,2.46337E+11,3.18765E+11,3.53414E+11,3.38873E+11,3.7338E+11,
Southern Cone Extended,SCE,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sudan,SDN,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24000000000,35899998208,34300000256,47600001024,48799997952,1.32742E+11,1.34516E+11,1.48004E+11,1.50215E+11,1.06317E+11,94469000000,1.98407E+11,1.52827E+11,1.17338E+11,1.019E+11,2.29328E+11,2.77004E+11,3.16658E+11,2.76329E+11,3.53489E+11,1.80021E+11,3.10766E+11,3.70091E+11,3.0832E+11,4.14126E+11,
Solomon Islands,SLB,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Salvador,SLV,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452000000,499000000,1435000000,2141233600,2040843429,1341220000,1508840000,2109050000,2642580000,3622950000,5464760000,6743000000,4656190000,4432340000,4227000000,5474000000,10742970000,
San Marino,SMR,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734276600,1417410693,3280600000,5408703456,10985012823,23933630622,12165130600,11521556700,9690000000,8364824600,7450560827,
Sub-Saharan Africa (developing only),SSA,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07895E+11,,2.38344E+11,2.91274E+11,2.56145E+11,2.45724E+11,1.833E+11,2.75712E+11,2.17754E+11,1.59164E+11,2.1384E+11,2.95575E+11,4.87532E+11,6.05113E+11,8.03884E+11,,,,7.42726E+11,6.20321E+11,7.32438E+11,
South Sudan,SSD,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (all income levels),SSF,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.07895E+11,,2.38344E+11,2.91274E+11,2.56145E+11,2.45724E+11,1.833E+11,2.75712E+11,2.17754E+11,1.59164E+11,2.1384E+11,2.95575E+11,4.87532E+11,6.05113E+11,8.03884E+11,,,,7.42726E+11,6.20321E+11,7.32438E+11,
Small states,SST,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1090000000,1235000000,2182000000,1826000000,965000000,1060000000,1217000000,1557510000,1903760000,2779050000,4410160000,4392720000,5573990000,6971300000,5078963899,4672202935,4149644388,4736353991,4610591442,
Slovenia,SVN,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,595000000,311000000,663000000,1625000000,2450000000,2180118400,2547300000,2839330000,4606270000,7134130000,9676820000,7898880000,15181720000,28963380000,11771533247,11766289141,9428268647,6325641677,6474886528,
Sweden,SWE,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99999997952,1.19E+11,97900003328,1.01E+11,78399995904,1.07376E+11,1.30939E+11,1.78049E+11,2.47217E+11,2.7273E+11,2.78707E+11,3.73278E+11,3.28339E+11,2.36514E+11,1.79335E+11,2.89877E+11,3.76781E+11,4.03948E+11,5.7325E+11,6.12497E+11,2.52542E+11,4.32296E+11,5.81174E+11,4.70122E+11,5.60526E+11,
Swaziland,SWZ,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17000000,27000000,111000000,297000000,338000000,339000000,471000000,129000000,85000000,94872100,73037641.87,127497700.9,143532239.6,172000059.8,224719303,196751358.9,199858024.8,203086293.8,,,,,,
Sint Maarten (Dutch part),SXM,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Togo,TGO,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8810000384,25600000000,23900000256,35799998464,58299998208,1.31E+11,1.31E+11,1.41507E+11,99828000000,23538000000,34903000000,58365057600,29488790000,36349459643,46172504408,1.21233E+11,1.16695E+11,1.24864E+11,1.41093E+11,1.96046E+11,1.02594E+11,1.38189E+11,2.77732E+11,2.68489E+11,3.82999E+11,
Tajikistan,TJK,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turkmenistan,TKM,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timor-Leste,TLS,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268000000,411000000,696000000,671000000,510000000,485000000,663000000,1125000000,1405000000,3117000000,3922000000,4367364000,4329670000,5034770000,6505560000,10604560000,17050920000,16971740000,15570620000,15605490000,12157478853,11145150570,12158220527,14725159963,15165384376,
Tunisia,TUN,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612000000,638000000,533000000,711000000,814000000,956000000,2560000000,3927000000,4263000000,2321000000,2268000000,2706115700,2827720000,2303140000,2131350000,2464210000,2641070000,2876140000,4446380000,5355080000,6373758287,9120142054,10681708314,9661719481,8886882497,
Turkey,TUR,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140000000,6780000256,19100000256,15699999744,9930000384,37499998208,21600000000,20772000000,30020000000,61090000000,33646000000,1.12716E+11,69658920000,47149860000,33957980000,68379200000,98298500000,1.61537E+11,1.62399E+11,2.86572E+11,1.1793E+11,2.25735E+11,3.06662E+11,2.01817E+11,3.08775E+11,
Tuvalu,TUV,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236400000,180600000,232925000,398069792.8,707364102.6,658774136.2,669596153.8,587860824.7,541138790,,1293318333,,1264000000,1538748000,1803030000,
Uganda,UGA,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35141939.22,49000000,47000000,96000000,103000000,116000000,,3078671949,3744916937,1787863326,7727269981,7294133434,
Ukraine,UKR,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3667000000,570000000,1120719100,1880620000,1364930000,3119390000,4302880000,11778370000,24975550000,42869650000,1.11757E+11,24357595023,16790330183,39457471975,25558277154,20711371700,
Upper middle income,UMC,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95619E+11,5.46508E+11,9.80321E+11,1.02193E+12,1.04187E+12,1.23975E+12,1.19293E+12,9.54384E+11,1.47303E+12,1.59233E+12,1.45095E+12,1.27141E+12,1.8355E+12,2.24982E+12,2.86498E+12,5.19915E+12,1.02576E+13,4.93332E+12,8.38865E+12,9.08686E+12,7.04096E+12,7.95752E+12,
Uruguay,URY,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251000000,170000000,183000000,266000000,212000000,209000000,167744500,160923905,,,40349309.23,84625260.37,95711362.87,125067485.4,159000000,152237344,117456000,156860804,174603542.9,175442033.7,
United States,USA,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.79E+12,3.51E+12,3.06E+12,4.09E+12,4.49E+12,5.1362E+12,5.06702E+12,6.85762E+12,8.48443E+12,1.13088E+13,1.34514E+13,1.66351E+13,1.5104E+13,1.38546E+13,1.10981E+13,1.42663E+13,1.63237E+13,1.69709E+13,1.94259E+13,1.99473E+13,1.17376E+13,1.50773E+13,1.7139E+13,1.56407E+13,1.86683E+13,
Uzbekistan,UZB,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128000000,465000000,,119000000,31910000,27860000,31214639.18,14047551.02,4300000,36886400,715293700,,,,,,,
St. Vincent and the Grenadines,VCT,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820000000,1470000000,8360000000,11200000000,7600000000,8009999872,4110000128,3655000000,10055000000,14581000000,7587000000,7471000000,8128050000,6215770000,3961540000,3820470000,6116880000,5017400000,8250530000,,,8860000000,3991000000,5142950000,25301170000,
Virgin Islands (U.S.),VIR,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154365375.4,248012350,461326003.8,9092539059,19541780000,9589377647,21198623760,20385102199,18316217137,32933061036,
