Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Eritrea,ERI,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,ESP,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91099996160,1.23E+11,1.11E+11,1.48E+11,99000000512,1.19264E+11,1.54858E+11,1.97788E+11,2.42779E+11,2.90383E+11,4.0218E+11,4.31668E+11,5.04219E+11,4.68203E+11,4.64998E+11,7.26243E+11,9.40673E+11,9.60024E+11,1.32309E+12,1.8001E+12,9.46113E+11,1.29723E+12,1.17161E+12,1.03095E+12,9.95095E+11,
Estonia,EST,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1101000000,519000000,1789265300,1846000000,1482620000,2429910000,3790350000,6202600000,3495070000,5963250000,6037310000,1950537308,2653810597,2260054049,1611200985,2331962196,
Ethiopia,ETH,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
European Union,EUU,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89251E+12,2.32108E+12,2.1695E+12,2.44704E+12,2.23076E+12,2.83633E+12,3.16218E+12,3.80628E+12,4.57556E+12,5.42232E+12,7.15215E+12,9.19472E+12,8.50927E+12,6.86937E+12,5.70507E+12,7.93271E+12,9.462E+12,1.02116E+13,1.35744E+13,1.56977E+13,7.60906E+12,9.88021E+12,1.05561E+13,9.36026E+12,1.03996E+13,
Fragile and conflict affected situations,FCS,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30200000512,30699999232,22699999232,14300000256,12199999488,23562000384,38278000640,44138000000,63078000000,73322000000,1.54518E+11,3.49409E+11,2.93635E+11,1.90456E+11,1.38833E+11,1.70283E+11,1.83765E+11,2.09504E+11,2.65477E+11,3.69168E+11,1.54367E+11,91021301492,1.1816E+11,1.43081E+11,1.58687E+11,
Fiji,FJI,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32000000,67000000,82000000,93000000,88000000,107514200,243859889,121447371.9,372722852.9,433005315.1,538650593,586698437,636698218,522183265.9,568223337.6,468336938.7,418761789,392208529.5,452460773.2,
France,FRA,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45E+11,3.65E+11,3.14E+11,3.48E+11,3.51E+11,4.56111E+11,4.51263E+11,5.22053E+11,5.91123E+11,6.74368E+11,9.91484E+11,1.47546E+12,1.44663E+12,1.17443E+12,9.66962E+11,1.35593E+12,1.55911E+12,1.75872E+12,2.42857E+12,2.77122E+12,1.49233E+12,1.97204E+12,1.92649E+12,1.56873E+12,1.82334E+12,
Faeroe Islands,FRO,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.71E+11,8.27E+11,8.49E+11,9.88E+11,9.27E+11,1.15165E+12,1.21025E+12,1.40774E+12,1.74025E+12,1.99623E+12,2.37427E+12,2.93328E+12,2.57699E+12,2.16472E+12,1.86426E+12,2.46006E+12,2.81593E+12,3.05818E+12,3.79431E+12,3.85851E+12,1.85195E+12,2.79644E+12,3.10704E+12,2.90318E+12,3.01947E+12,
Georgia,GEO,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24200000,89300000,104500000,202600000,206156200,354649800,668332000,1389000000,327310400,733315400,1059875477,795659274.4,943441781.9,
Ghana,GHA,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76000000,84000000,118000000,1870000000,1649000000,1492000000,1138000000,1384000000,915825700,502410000,527570000,740400000,1425630000,2643600000,1660580000,3232880000,2380220000,3394382243,2507527896,3531487214,3096953399,3464538689,
Guinea,GIN,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gambia, The",GMB,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea-Bissau,GNB,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,GRC,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4280000000,6380000256,15200000000,13100000256,9489999872,12318999552,14920999936,17060000000,24178000000,34164000000,79992000000,2.04213E+11,1.10839E+11,86537760000,68740625000,1.06845E+11,1.25242E+11,1.45013E+11,2.08284E+11,2.64942E+11,90396380922,54716696289,72638864938,33648182791,44584055936,
Grenada,GRD,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124000000,168000000,139000000,172000000,,,,,,,,,,,,,,,
Guam,GUM,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94192638.35,127358651.1,187341223.5,187353495.9,262377622.6,289906428.4,287000000,339845227.4,440373363.7,610941218.5,
High income,HIC,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.38379E+12,1.13824E+13,9.04304E+12,1.07674E+13,1.02813E+13,1.284E+13,1.38263E+13,1.64571E+13,1.86651E+13,2.16699E+13,2.5744E+13,3.42727E+13,3.0328E+13,2.62152E+13,2.19552E+13,2.97469E+13,3.52246E+13,3.94331E+13,4.67386E+13,5.15004E+13,2.8819E+13,3.72218E+13,4.25366E+13,3.75454E+13,4.28957E+13,
"Hong Kong SAR, China",HKG,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74399997952,77499998208,83399999488,1.22E+11,1.72E+11,3.85247E+11,2.69508E+11,3.03705E+11,4.49381E+11,4.13323E+11,3.43394E+11,6.0909E+11,6.23398E+11,5.06073E+11,4.63085E+11,5.51237E+11,6.65248E+11,6.93486E+11,8.95249E+11,1.16257E+12,1.32884E+12,9.15825E+11,1.07964E+12,8.89597E+11,1.10813E+12,
Honduras,HND,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000000,,,270000000,338000000,,,458000000,,,,,,,,,,,,,,,
Heavily indebted poor countries (HIPC),HPC,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514000000,581000000,2975000000,4246000000,3190000000,2584458900,2742430000,3318570000,3975630000,6125630000,10958640000,12917990000,29005630000,65977030000,26790141151,25637403097,24911791785,21795617088,21559647510,
Haiti,HTI,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505000000,562000000,812000000,1600000000,2399000000,5273000000,14975000000,14028000000,16317414700,12020680000,10366870000,13109600000,16729200000,28711380000,32575660000,41934530000,47651140000,18579373336,28288046219,27708444462,18772961555,21080368084,
Indonesia,IDN,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253000000,2249999872,8080000000,6819999744,12000000000,32999999488,47200002048,66585000000,91016000000,29105000000,22104000000,64087223300,26834210000,23005650000,29991370000,54659060000,73250640000,81428120000,1.38886E+11,2.11693E+11,98760599266,1.78191E+11,3.60388E+11,3.90107E+11,3.96772E+11,
Isle of Man,IMN,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23600001024,27299999744,38599999488,47700000768,65100001280,98000003072,1.28E+11,1.27199E+11,1.22605E+11,1.28466E+11,1.05188E+11,1.84605E+11,1.48064E+11,1.10396E+11,1.31011E+11,2.79093E+11,3.87851E+11,5.53074E+11,8.18879E+11,1.8191E+12,6.45478E+11,1.17924E+12,1.61586E+12,1.01537E+12,1.26334E+12,
Not classified,INX,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25836000000,34738000000,49371000000,66596000000,68773000000,81882400000,75298234287,60384271532,85070383451,1.14085E+11,1.14134E+11,1.63358E+11,1.44026E+11,49401126711,61291100000,60449267726,1.08055E+11,1.09014E+11,
"Iran, Islamic Rep.",IRN,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34300000256,33699999744,1300000000,2769999872,6552000000,17024000000,15159564514,14881973029,21858207714,7349830000,9703780530,14344429241,34443618082,46995059989,38723811755,37943327647,45573814500,49040085200,63298808000,86616414083,1.07249E+11,1.40843E+11,
Iraq,IRQ,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,484000000,720000000,1210000000,1859000000,3106000000,4807000000,4439060000,4161149191,6323556848,9293236476,17628889793,27798973327,36098788613,40555043654,5557408786,1128058413,1996319591,2020653799,2824718017,
Israel,ISR,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5459999744,8230000128,3320000000,6179999744,29600000000,50800001024,32700000256,36399000000,35934500000,45268000000,39628000000,63819823100,64080660000,70270500000,45371320000,75718890000,95504760000,1.20114E+11,1.73306E+11,2.36361E+11,1.34463E+11,1.82095E+11,2.18055E+11,1.4497E+11,1.48436E+11,
Italy,ITA,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.35E+11,1.69E+11,1.49E+11,1.59E+11,1.29E+11,1.36153E+11,1.80135E+11,2.09522E+11,2.5816E+11,3.44665E+11,5.69731E+11,7.28273E+11,7.68364E+11,5.27396E+11,4.8063E+11,6.14841E+11,7.89563E+11,7.98167E+11,1.02664E+12,1.07269E+12,5.20855E+11,3.17317E+11,3.1814E+11,4.31471E+11,4.80453E+11,
Jamaica,JAM,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,796000000,957000000,911000000,1030000000,3230000128,1470000000,1750000000,1270000000,1887000000,2051000000,2139000000,2530100800,3582230000,4702720000,5837990000,8500160000,14414710000,13028040000,12276950000,12334730000,7512918694,6201295570,6626233030,7222699225,6390478767,
Jordan,JOR,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2230000128,2160000000,2000000000,2510000128,3360000000,4889999872,4590000128,4670000000,4551000000,5446000000,5838000000,5826521100,4943150000,6315940000,7087020000,10962980000,18383400000,37638810000,29729480000,41216420000,35846582716,31864812614,30864419095,27183014566,26998000000,
Japan,JPN,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.91E+12,4.39E+12,2.92E+12,3.13E+12,2.4E+12,2.99976E+12,3.71991E+12,3.66729E+12,3.08885E+12,2.2167E+12,2.49576E+12,4.54694E+12,3.15722E+12,2.25181E+12,2.12608E+12,3.04066E+12,3.67826E+12,4.73651E+12,4.72627E+12,4.45347E+12,3.22049E+12,3.37789E+12,4.09959E+12,3.54068E+12,3.68098E+12,
Kazakhstan,KAZ,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1342023841,1830580952,2265225036,1342300000,1204000000,1340956000,2424600000,3940700000,10521185400,43688349154,41377503000,31075188294,57655094804,60742008628,43301480000,23495736863,
Kenya,KEN,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,474000000,499000000,453000000,453000000,637000000,1060000000,3080000000,1886000000,1846000000,1824000000,2024000000,1409381000,1283090000,1049800000,1423070000,4178210000,3890970000,6383990000,11378040000,13386590000,10916560841,10755988305,14460867410,10202603924,14790720930,
Kyrgyz Republic,KGZ,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3942731.278,3875000,3862500,7351247.601,30682368.49,34000000,41993554.65,92691900,121000000,93792700,71839700,79000000,165011900,164970464.1,
Cambodia,KHM,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiribati,KIR,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Kitts and Nevis,KNA,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245006666.7,250002222.2,272926296.3,304522222.2,439727146.9,595239879.1,647990200.4,623887717.8,598437313.6,,
"Korea, Rep.",KOR,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.41E+11,1.11E+11,96399998976,1.07E+11,1.39E+11,1.92E+11,1.81955E+11,1.38817E+11,46052000000,1.21157E+11,3.95664E+11,1.71587E+11,2.20046E+11,2.49639E+11,3.29616E+11,4.28649E+11,7.1818E+11,8.35188E+11,1.12363E+12,4.94631E+11,8.36462E+11,1.08922E+12,9.94302E+11,1.18047E+12,
Kosovo,KSV,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuwait,KWT,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11800000512,9930000384,,,,10049000448,10849999872,14353000448,21840000000,26013000000,18131000000,18814000000,20772000000,23191142950,30704742819,59408967391,69365671642,1.3008E+11,1.2894E+11,1.88046E+11,1.07168E+11,95938489668,1.19621E+11,1.00869E+11,97091394026,
Latin America & Caribbean (developing only),LAC,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51675999232,75718000512,63873000384,1.7693E+11,2.2281E+11,3.70207E+11,3.87478E+11,3.14891E+11,4.14702E+11,5.31772E+11,3.4231E+11,5.10598E+11,5.59462E+11,5.50445E+11,3.73621E+11,4.49789E+11,6.26986E+11,8.91343E+11,1.29555E+12,2.09682E+12,1.04508E+12,1.79621E+12,2.40582E+12,2.00313E+12,2.21702E+12,
Lao PDR,LAO,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lebanon,LBN,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000000,,2904000000,2385000000,1921352400,1583020000,1243120000,1401300000,1496550000,2321500000,4928630000,8278930000,10858010000,9640557823,12893187930,12585599600,10163607439,10295670315,
Liberia,LBR,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Libya,LBY,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Lucia,LCA,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean (all income levels),LCN,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58793999104,85719000128,78451000384,2.05909E+11,2.53179E+11,4.15871E+11,4.57029E+11,3.90553E+11,4.83083E+11,6.0833E+11,4.00909E+11,5.85683E+11,6.26293E+11,6.13806E+11,4.31291E+11,5.50586E+11,7.66813E+11,1.05075E+12,1.49125E+12,2.33172E+12,1.19538E+12,2.02198E+12,2.76471E+12,2.29349E+12,2.55018E+12,
Latin America and the Caribbean,LCR,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Low income,LIC,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liechtenstein,LIE,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,471000000,427000000,917000000,1940000000,1440000000,2500000000,2880000000,1998000000,1848000000,2096000000,1705000000,1584027200,1074130000,1331530000,1681100000,2711070000,3657010000,5719990000,7768850000,7553170000,4325774545,8133103275,19923854892,19437000000,17045987443,
Lower middle income,LMC,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34667001024,48308999616,61038999232,81933999744,1.08938E+11,1.93743E+11,2.61506E+11,2.83673E+11,3.37644E+11,2.48068E+11,2.20502E+11,3.57083E+11,2.6091E+11,2.28988E+11,2.63208E+11,4.41776E+11,6.27518E+11,8.97588E+11,1.33512E+12,2.68347E+12,1.09096E+12,1.73803E+12,2.49005E+12,1.85357E+12,2.25259E+12,
Low & middle income,LMY,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.79665E+11,6.57025E+11,1.17701E+12,1.28966E+12,1.33105E+12,1.58764E+12,1.44653E+12,1.17976E+12,1.83546E+12,1.85916E+12,1.69103E+12,1.55404E+12,2.28933E+12,2.88827E+12,3.77665E+12,6.57887E+12,1.29715E+13,6.0529E+12,1.0159E+13,1.16282E+13,8.95369E+12,1.02682E+13,
Lesotho,LSO,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lithuania,LTU,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157000000,900000000,1693000000,1074000000,1138436900,1587650000,1199410000,1462550000,3510220000,6462810000,8182790000,10190570000,10134220000,3624948108,4476510646,5660887443,4075273250,3963704823,
Luxembourg,LUX,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44800000000,10300000256,10499999744,11299999744,11900000256,19337000960,28511000576,30443000000,32692000000,33892000000,35403000000,35940182000,34016400000,23782833229,24733445272,37333249243,50143550360,51254450851,79524001055,1.66102E+11,66457442570,1.05559E+11,1.01128E+11,67625047210,70338828544,
Latvia,LVA,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000000,151000000,337500000,382000000,390857900,563310000,697040000,714500000,1140770000,1654990000,2527230000,2704920000,3111430000,1608811697,1823504428,1251503814,1076319451,1114877589,
"Macao SAR, China",MAC,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,446000000,621000000,966000000,1530000000,1910000000,2649999872,4380000256,5951000000,8705000000,12177000000,15676000000,13694998800,10899160000,9087010000,8590570000,13152270000,25064310000,27219960000,49360030000,75494550000,65747968829,62909968252,69152529878,60088236612,52633705236,
Mexico and Central America,MCA,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monaco,MCO,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47000000,73000000,50000000,38000000,,,,,,,,,,,,,,
Madagascar,MDG,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maldives,MDV,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (all income levels),MEA,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.28345E+11,1.02562E+11,1.23379E+11,1.55486E+11,2.00184E+11,1.912E+11,2.49329E+11,2.32146E+11,2.36727E+11,2.43767E+11,4.56283E+11,7.37282E+11,1.33182E+12,1.03917E+12,1.53321E+12,9.27408E+11,1.07349E+12,1.2297E+12,1.08731E+12,1.15333E+12,
Mexico,MEX,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13799999488,22599999488,32700000256,98200002560,1.39E+11,2.01E+11,1.3E+11,90694000000,1.0654E+11,1.56595E+11,91746000000,1.54044E+11,1.25204E+11,1.26258E+11,1.03137E+11,1.22532E+11,1.7194E+11,2.39128E+11,3.48345E+11,3.97725E+11,2.32581E+11,3.40565E+11,4.54345E+11,4.08691E+11,5.25057E+11,
Marshall Islands,MHL,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.30005E+11,,5.77553E+11,6.55446E+11,1.17406E+12,1.28344E+12,1.32554E+12,1.5774E+12,1.441E+12,1.17489E+12,1.83011E+12,1.85324E+12,1.67994E+12,1.53462E+12,2.27728E+12,2.87734E+12,3.76257E+12,6.53427E+12,1.2941E+13,6.02428E+12,1.01267E+13,1.15769E+13,8.89454E+12,1.02101E+13,
"Macedonia, FYR",MKD,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98000000,8000000,8000000,7673300,7100000,46000000,182061785.3,361679576,413138038.2,645978578.4,1098406889,2715287000,823485800,922204400,650213583.9,580357142.9,559059534.1,
Mali,MLI,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Malta,MLT,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52000000,154000000,472000000,460599334.1,785298783.7,1915615907,2045788387,1375549634,1382944570,1829924021,2841032864,4097417582,4503507371,5633345000,3572061680,1982205959,2398676366,3424252219,3630765485,
Myanmar,MMR,Market capitalization of listed companies (current US$),CM.MKT.LCAP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
